,wind_code,delist_date
7724,300604.SZ,1899-12-30
7725,300603.SZ,1899-12-30
7726,300602.SZ,1899-12-30
7727,300601.SZ,1899-12-30
7728,300600.SZ,1899-12-30
7729,300599.SZ,1899-12-30
7730,300598.SZ,1899-12-30
7731,300597.SZ,1899-12-30
7732,300596.SZ,1899-12-30
7733,300595.SZ,1899-12-30
7734,300593.SZ,1899-12-30
7735,300592.SZ,1899-12-30
7736,300591.SZ,1899-12-30
7737,300590.SZ,1899-12-30
7738,300589.SZ,1899-12-30
7739,300588.SZ,1899-12-30
7740,300587.SZ,1899-12-30
7741,300586.SZ,1899-12-30
7742,300585.SZ,1899-12-30
7743,300584.SZ,1899-12-30
7744,300583.SZ,1899-12-30
7745,300582.SZ,1899-12-30
7746,300581.SZ,1899-12-30
7747,300580.SZ,1899-12-30
7748,300579.SZ,1899-12-30
7749,300578.SZ,1899-12-30
7750,300577.SZ,1899-12-30
7751,300576.SZ,1899-12-30
7752,300575.SZ,1899-12-30
7753,300573.SZ,1899-12-30
7754,300572.SZ,1899-12-30
7755,300571.SZ,1899-12-30
7756,300570.SZ,1899-12-30
7757,300569.SZ,1899-12-30
7758,300568.SZ,1899-12-30
7759,300567.SZ,1899-12-30
7760,300566.SZ,1899-12-30
7761,300565.SZ,1899-12-30
7762,300563.SZ,1899-12-30
7763,300562.SZ,1899-12-30
7764,300561.SZ,1899-12-30
7765,300560.SZ,1899-12-30
7766,300559.SZ,1899-12-30
7767,300558.SZ,1899-12-30
7768,300557.SZ,1899-12-30
7769,300556.SZ,1899-12-30
7770,300555.SZ,1899-12-30
7771,300554.SZ,1899-12-30
7772,300553.SZ,1899-12-30
7773,300552.SZ,1899-12-30
7774,300551.SZ,1899-12-30
7775,300550.SZ,1899-12-30
7776,300549.SZ,1899-12-30
7777,300548.SZ,1899-12-30
7778,300547.SZ,1899-12-30
7779,300546.SZ,1899-12-30
7780,300545.SZ,1899-12-30
7781,300543.SZ,1899-12-30
7782,300542.SZ,1899-12-30
7783,300541.SZ,1899-12-30
7784,300540.SZ,1899-12-30
7785,300539.SZ,1899-12-30
7786,300538.SZ,1899-12-30
7787,300537.SZ,1899-12-30
7788,300536.SZ,1899-12-30
7789,300535.SZ,1899-12-30
7790,300534.SZ,1899-12-30
7791,300533.SZ,1899-12-30
7792,300532.SZ,1899-12-30
7793,300531.SZ,1899-12-30
7794,300530.SZ,1899-12-30
7795,300529.SZ,1899-12-30
7796,300528.SZ,1899-12-30
7797,300527.SZ,1899-12-30
7798,300526.SZ,1899-12-30
7799,300525.SZ,1899-12-30
7800,300523.SZ,1899-12-30
7801,300522.SZ,1899-12-30
7802,300521.SZ,1899-12-30
7803,300520.SZ,1899-12-30
7804,300519.SZ,1899-12-30
7805,300518.SZ,1899-12-30
7806,300517.SZ,1899-12-30
7807,300516.SZ,1899-12-30
7808,300515.SZ,1899-12-30
7809,300514.SZ,1899-12-30
7810,300513.SZ,1899-12-30
7811,300512.SZ,1899-12-30
7812,300511.SZ,1899-12-30
7813,300510.SZ,1899-12-30
7814,300509.SZ,1899-12-30
7815,300508.SZ,1899-12-30
7816,300507.SZ,1899-12-30
7817,300506.SZ,1899-12-30
7818,300505.SZ,1899-12-30
7819,300503.SZ,1899-12-30
7820,300502.SZ,1899-12-30
7821,300501.SZ,1899-12-30
7822,300500.SZ,1899-12-30
7823,300499.SZ,1899-12-30
7824,300498.SZ,1899-12-30
7825,300497.SZ,1899-12-30
7826,300496.SZ,1899-12-30
7827,300495.SZ,1899-12-30
7828,300494.SZ,1899-12-30
7829,300493.SZ,1899-12-30
7830,300492.SZ,1899-12-30
7831,300491.SZ,1899-12-30
7832,300490.SZ,1899-12-30
7833,300489.SZ,1899-12-30
7834,300488.SZ,1899-12-30
7835,300487.SZ,1899-12-30
7836,300486.SZ,1899-12-30
7837,300485.SZ,1899-12-30
7838,300484.SZ,1899-12-30
7839,300483.SZ,1899-12-30
7840,300482.SZ,1899-12-30
7841,300481.SZ,1899-12-30
7842,300480.SZ,1899-12-30
7843,300479.SZ,1899-12-30
7844,300478.SZ,1899-12-30
7845,300477.SZ,1899-12-30
7846,300476.SZ,1899-12-30
7847,300475.SZ,1899-12-30
7848,300474.SZ,1899-12-30
7849,300473.SZ,1899-12-30
7850,300472.SZ,1899-12-30
7851,300471.SZ,1899-12-30
7852,300470.SZ,1899-12-30
7853,300469.SZ,1899-12-30
7854,300468.SZ,1899-12-30
7855,300467.SZ,1899-12-30
7856,300466.SZ,1899-12-30
7857,300465.SZ,1899-12-30
7858,300464.SZ,1899-12-30
7859,300463.SZ,1899-12-30
7860,300462.SZ,1899-12-30
7861,300461.SZ,1899-12-30
7862,300460.SZ,1899-12-30
7863,300459.SZ,1899-12-30
7864,300458.SZ,1899-12-30
7865,300457.SZ,1899-12-30
7866,300456.SZ,1899-12-30
7867,300455.SZ,1899-12-30
7868,300453.SZ,1899-12-30
7869,300452.SZ,1899-12-30
7870,300451.SZ,1899-12-30
7871,300450.SZ,1899-12-30
7872,300449.SZ,1899-12-30
7873,300448.SZ,1899-12-30
7874,300447.SZ,1899-12-30
7875,300446.SZ,1899-12-30
7876,300445.SZ,1899-12-30
7877,300444.SZ,1899-12-30
7878,300443.SZ,1899-12-30
7879,300442.SZ,1899-12-30
7880,300441.SZ,1899-12-30
7881,300440.SZ,1899-12-30
7882,300439.SZ,1899-12-30
7883,300438.SZ,1899-12-30
7884,300437.SZ,1899-12-30
7885,300436.SZ,1899-12-30
7886,300435.SZ,1899-12-30
7887,300434.SZ,1899-12-30
7888,300433.SZ,1899-12-30
7889,300432.SZ,1899-12-30
7890,300431.SZ,1899-12-30
7891,300430.SZ,1899-12-30
7892,300429.SZ,1899-12-30
7893,300428.SZ,1899-12-30
7894,300427.SZ,1899-12-30
7895,300426.SZ,1899-12-30
7896,300425.SZ,1899-12-30
7897,300424.SZ,1899-12-30
7898,300423.SZ,1899-12-30
7899,300422.SZ,1899-12-30
7900,300421.SZ,1899-12-30
7901,300420.SZ,1899-12-30
7902,300419.SZ,1899-12-30
7903,300418.SZ,1899-12-30
7904,300417.SZ,1899-12-30
7905,300416.SZ,1899-12-30
7906,300415.SZ,1899-12-30
7907,300414.SZ,1899-12-30
7908,300413.SZ,1899-12-30
7909,300412.SZ,1899-12-30
7910,300411.SZ,1899-12-30
7911,300410.SZ,1899-12-30
7912,300409.SZ,1899-12-30
7913,300408.SZ,1899-12-30
7914,300407.SZ,1899-12-30
7915,300406.SZ,1899-12-30
7916,300405.SZ,1899-12-30
7917,300404.SZ,1899-12-30
7918,300403.SZ,1899-12-30
7919,300402.SZ,1899-12-30
7920,300401.SZ,1899-12-30
7921,300400.SZ,1899-12-30
7922,300399.SZ,1899-12-30
7923,300398.SZ,1899-12-30
7924,300397.SZ,1899-12-30
7925,300396.SZ,1899-12-30
7926,300395.SZ,1899-12-30
7927,300394.SZ,1899-12-30
7928,300393.SZ,1899-12-30
7929,300392.SZ,1899-12-30
7930,300391.SZ,1899-12-30
7931,300390.SZ,1899-12-30
7932,300389.SZ,1899-12-30
7933,300388.SZ,1899-12-30
7934,300387.SZ,1899-12-30
7935,300386.SZ,1899-12-30
7936,300385.SZ,1899-12-30
7937,300384.SZ,1899-12-30
7938,300383.SZ,1899-12-30
7939,300382.SZ,1899-12-30
7940,300381.SZ,1899-12-30
7941,300380.SZ,1899-12-30
7942,300379.SZ,1899-12-30
7943,300378.SZ,1899-12-30
7944,300377.SZ,1899-12-30
7945,300376.SZ,1899-12-30
7946,300375.SZ,1899-12-30
7947,300374.SZ,1899-12-30
7948,300373.SZ,1899-12-30
7949,300372.SZ,2017-08-28
7950,300371.SZ,1899-12-30
7951,300370.SZ,1899-12-30
7952,300369.SZ,1899-12-30
7953,300368.SZ,1899-12-30
7954,300367.SZ,1899-12-30
7955,300366.SZ,1899-12-30
7956,300365.SZ,1899-12-30
7957,300364.SZ,1899-12-30
7958,300363.SZ,1899-12-30
7959,300362.SZ,1899-12-30
7960,300360.SZ,1899-12-30
7961,300359.SZ,1899-12-30
7962,300358.SZ,1899-12-30
7963,300357.SZ,1899-12-30
7964,300356.SZ,1899-12-30
7965,300355.SZ,1899-12-30
7966,300354.SZ,1899-12-30
7967,300353.SZ,1899-12-30
7968,300352.SZ,1899-12-30
7969,300351.SZ,1899-12-30
7970,300350.SZ,1899-12-30
7971,300349.SZ,1899-12-30
7972,300348.SZ,1899-12-30
7973,300347.SZ,1899-12-30
7974,300346.SZ,1899-12-30
7975,300345.SZ,1899-12-30
7976,300344.SZ,1899-12-30
7977,300343.SZ,1899-12-30
7978,300342.SZ,1899-12-30
7979,300341.SZ,1899-12-30
7980,300340.SZ,1899-12-30
7981,300339.SZ,1899-12-30
7982,300338.SZ,1899-12-30
7983,300337.SZ,1899-12-30
7984,300336.SZ,1899-12-30
7985,300335.SZ,1899-12-30
7986,300334.SZ,1899-12-30
7987,300333.SZ,1899-12-30
7988,300332.SZ,1899-12-30
7989,300331.SZ,1899-12-30
7990,300330.SZ,1899-12-30
7991,300329.SZ,1899-12-30
7992,300328.SZ,1899-12-30
7993,300327.SZ,1899-12-30
7994,300326.SZ,1899-12-30
7995,300325.SZ,1899-12-30
7996,300324.SZ,1899-12-30
7997,300323.SZ,1899-12-30
7998,300322.SZ,1899-12-30
7999,300321.SZ,1899-12-30
8000,300320.SZ,1899-12-30
8001,300319.SZ,1899-12-30
8002,300318.SZ,1899-12-30
8003,300317.SZ,1899-12-30
8004,300316.SZ,1899-12-30
8005,300315.SZ,1899-12-30
8006,300314.SZ,1899-12-30
8007,300313.SZ,1899-12-30
8008,300312.SZ,1899-12-30
8009,300311.SZ,1899-12-30
8010,300310.SZ,1899-12-30
8011,300309.SZ,1899-12-30
8012,300308.SZ,1899-12-30
8013,300307.SZ,1899-12-30
8014,300306.SZ,1899-12-30
8015,300305.SZ,1899-12-30
8016,300304.SZ,1899-12-30
8017,300303.SZ,1899-12-30
8018,300302.SZ,1899-12-30
8019,300301.SZ,1899-12-30
8020,300300.SZ,1899-12-30
8021,300299.SZ,1899-12-30
8022,300298.SZ,1899-12-30
8023,300297.SZ,1899-12-30
8024,300296.SZ,1899-12-30
8025,300295.SZ,1899-12-30
8026,300294.SZ,1899-12-30
8027,300293.SZ,1899-12-30
8028,300292.SZ,1899-12-30
8029,300291.SZ,1899-12-30
8030,300290.SZ,1899-12-30
8031,300289.SZ,1899-12-30
8032,300288.SZ,1899-12-30
8033,300287.SZ,1899-12-30
8034,300286.SZ,1899-12-30
8035,300285.SZ,1899-12-30
8036,300284.SZ,1899-12-30
8037,300283.SZ,1899-12-30
8038,300282.SZ,1899-12-30
8039,300281.SZ,1899-12-30
8040,300280.SZ,1899-12-30
8041,300279.SZ,1899-12-30
8042,300278.SZ,1899-12-30
8043,300277.SZ,1899-12-30
8044,300276.SZ,1899-12-30
8045,300275.SZ,1899-12-30
8046,300274.SZ,1899-12-30
8047,300273.SZ,1899-12-30
8048,300272.SZ,1899-12-30
8049,300271.SZ,1899-12-30
8050,300270.SZ,1899-12-30
8051,300269.SZ,1899-12-30
8052,300268.SZ,1899-12-30
8053,300267.SZ,1899-12-30
8054,300266.SZ,1899-12-30
8055,300265.SZ,1899-12-30
8056,300264.SZ,1899-12-30
8057,300263.SZ,1899-12-30
8058,300262.SZ,1899-12-30
8059,300261.SZ,1899-12-30
8060,300260.SZ,1899-12-30
8061,300259.SZ,1899-12-30
8062,300258.SZ,1899-12-30
8063,300257.SZ,1899-12-30
8064,300256.SZ,1899-12-30
8065,300255.SZ,1899-12-30
8066,300254.SZ,1899-12-30
8067,300253.SZ,1899-12-30
8068,300252.SZ,1899-12-30
8069,300251.SZ,1899-12-30
8070,300250.SZ,1899-12-30
8071,300249.SZ,1899-12-30
8072,300248.SZ,1899-12-30
8073,300247.SZ,1899-12-30
8074,300246.SZ,1899-12-30
8075,300245.SZ,1899-12-30
8076,300244.SZ,1899-12-30
8077,300243.SZ,1899-12-30
8078,300242.SZ,1899-12-30
8079,300241.SZ,1899-12-30
8080,300240.SZ,1899-12-30
8081,300239.SZ,1899-12-30
8082,300238.SZ,1899-12-30
8083,300237.SZ,1899-12-30
8084,300236.SZ,1899-12-30
8085,300235.SZ,1899-12-30
8086,300234.SZ,1899-12-30
8087,300233.SZ,1899-12-30
8088,300232.SZ,1899-12-30
8089,300231.SZ,1899-12-30
8090,300230.SZ,1899-12-30
8091,300229.SZ,1899-12-30
8092,300228.SZ,1899-12-30
8093,300227.SZ,1899-12-30
8094,300226.SZ,1899-12-30
8095,300225.SZ,1899-12-30
8096,300224.SZ,1899-12-30
8097,300223.SZ,1899-12-30
8098,300222.SZ,1899-12-30
8099,300221.SZ,1899-12-30
8100,300220.SZ,1899-12-30
8101,300219.SZ,1899-12-30
8102,300218.SZ,1899-12-30
8103,300217.SZ,1899-12-30
8104,300216.SZ,1899-12-30
8105,300215.SZ,1899-12-30
8106,300214.SZ,1899-12-30
8107,300213.SZ,1899-12-30
8108,300212.SZ,1899-12-30
8109,300211.SZ,1899-12-30
8110,300210.SZ,1899-12-30
8111,300209.SZ,1899-12-30
8112,300208.SZ,1899-12-30
8113,300207.SZ,1899-12-30
8114,300206.SZ,1899-12-30
8115,300205.SZ,1899-12-30
8116,300204.SZ,1899-12-30
8117,300203.SZ,1899-12-30
8118,300202.SZ,1899-12-30
8119,300201.SZ,1899-12-30
8120,300200.SZ,1899-12-30
8121,300199.SZ,1899-12-30
8122,300198.SZ,1899-12-30
8123,300197.SZ,1899-12-30
8124,300196.SZ,1899-12-30
8125,300195.SZ,1899-12-30
8126,300194.SZ,1899-12-30
8127,300193.SZ,1899-12-30
8128,300192.SZ,1899-12-30
8129,300191.SZ,1899-12-30
8130,300190.SZ,1899-12-30
8131,300189.SZ,1899-12-30
8132,300188.SZ,1899-12-30
8133,300187.SZ,1899-12-30
8134,300186.SZ,2015-11-02
8135,300185.SZ,1899-12-30
8136,300184.SZ,1899-12-30
8137,300183.SZ,1899-12-30
8138,300182.SZ,1899-12-30
8139,300181.SZ,1899-12-30
8140,300180.SZ,1899-12-30
8141,300179.SZ,1899-12-30
8142,300178.SZ,1899-12-30
8143,300177.SZ,1899-12-30
8144,300176.SZ,1899-12-30
8145,300175.SZ,1899-12-30
8146,300174.SZ,1899-12-30
8147,300173.SZ,1899-12-30
8148,300172.SZ,1899-12-30
8149,300171.SZ,1899-12-30
8150,300170.SZ,1899-12-30
8151,300169.SZ,1899-12-30
8152,300168.SZ,1899-12-30
8153,300167.SZ,1899-12-30
8154,300166.SZ,1899-12-30
8155,300165.SZ,1899-12-30
8156,300164.SZ,1899-12-30
8157,300163.SZ,1899-12-30
8158,300162.SZ,1899-12-30
8159,300161.SZ,1899-12-30
8160,300160.SZ,1899-12-30
8161,300159.SZ,1899-12-30
8162,300158.SZ,1899-12-30
8163,300157.SZ,1899-12-30
8164,300156.SZ,1899-12-30
8165,300155.SZ,1899-12-30
8166,300154.SZ,1899-12-30
8167,300153.SZ,1899-12-30
8168,300152.SZ,1899-12-30
8169,300151.SZ,1899-12-30
8170,300150.SZ,1899-12-30
8171,300149.SZ,1899-12-30
8172,300148.SZ,1899-12-30
8173,300147.SZ,1899-12-30
8174,300146.SZ,1899-12-30
8175,300145.SZ,1899-12-30
8176,300144.SZ,1899-12-30
8177,300143.SZ,1899-12-30
8178,300142.SZ,1899-12-30
8179,300141.SZ,1899-12-30
8180,300140.SZ,1899-12-30
8181,300139.SZ,1899-12-30
8182,300138.SZ,1899-12-30
8183,300137.SZ,1899-12-30
8184,300136.SZ,1899-12-30
8185,300135.SZ,1899-12-30
8186,300134.SZ,1899-12-30
8187,300133.SZ,1899-12-30
8188,300132.SZ,1899-12-30
8189,300131.SZ,1899-12-30
8190,300130.SZ,1899-12-30
8191,300129.SZ,1899-12-30
8192,300128.SZ,1899-12-30
8193,300127.SZ,1899-12-30
8194,300126.SZ,1899-12-30
8195,300125.SZ,1899-12-30
8196,300124.SZ,1899-12-30
8197,300123.SZ,1899-12-30
8198,300122.SZ,1899-12-30
8199,300121.SZ,1899-12-30
8200,300120.SZ,1899-12-30
8201,300119.SZ,1899-12-30
8202,300118.SZ,1899-12-30
8203,300117.SZ,1899-12-30
8204,300116.SZ,1899-12-30
8205,300115.SZ,1899-12-30
8206,300114.SZ,1899-12-30
8207,300113.SZ,1899-12-30
8208,300112.SZ,1899-12-30
8209,300111.SZ,1899-12-30
8210,300110.SZ,1899-12-30
8211,300109.SZ,1899-12-30
8212,300108.SZ,1899-12-30
8213,300107.SZ,1899-12-30
8214,300106.SZ,1899-12-30
8215,300105.SZ,1899-12-30
8216,300104.SZ,1899-12-30
8217,300103.SZ,1899-12-30
8218,300102.SZ,1899-12-30
8219,300101.SZ,1899-12-30
8220,300100.SZ,1899-12-30
8221,300099.SZ,1899-12-30
8222,300098.SZ,1899-12-30
8223,300097.SZ,1899-12-30
8224,300096.SZ,1899-12-30
8225,300095.SZ,1899-12-30
8226,300094.SZ,1899-12-30
8227,300093.SZ,1899-12-30
8228,300092.SZ,1899-12-30
8229,300091.SZ,1899-12-30
8230,300090.SZ,1899-12-30
8231,300089.SZ,1899-12-30
8232,300088.SZ,1899-12-30
8233,300087.SZ,1899-12-30
8234,300086.SZ,1899-12-30
8235,300085.SZ,1899-12-30
8236,300084.SZ,1899-12-30
8237,300083.SZ,1899-12-30
8238,300082.SZ,1899-12-30
8239,300081.SZ,1899-12-30
8240,300080.SZ,1899-12-30
8241,300079.SZ,1899-12-30
8242,300078.SZ,1899-12-30
8243,300077.SZ,1899-12-30
8244,300076.SZ,1899-12-30
8245,300075.SZ,1899-12-30
8246,300074.SZ,1899-12-30
8247,300073.SZ,1899-12-30
8248,300072.SZ,1899-12-30
8249,300071.SZ,1899-12-30
8250,300070.SZ,1899-12-30
8251,300069.SZ,1899-12-30
8252,300068.SZ,1899-12-30
8253,300067.SZ,1899-12-30
8254,300066.SZ,1899-12-30
8255,300065.SZ,1899-12-30
8256,300064.SZ,1899-12-30
8257,300063.SZ,1899-12-30
8258,300062.SZ,1899-12-30
8259,300061.SZ,1899-12-30
8260,300059.SZ,1899-12-30
8261,300058.SZ,1899-12-30
8262,300057.SZ,1899-12-30
8263,300056.SZ,1899-12-30
8264,300055.SZ,1899-12-30
8265,300054.SZ,1899-12-30
8266,300053.SZ,1899-12-30
8267,300052.SZ,1899-12-30
8268,300051.SZ,1899-12-30
8269,300050.SZ,1899-12-30
8270,300049.SZ,1899-12-30
8271,300048.SZ,1899-12-30
8272,300047.SZ,1899-12-30
8273,300046.SZ,1899-12-30
8274,300045.SZ,1899-12-30
8275,300044.SZ,1899-12-30
8276,300043.SZ,1899-12-30
8277,300042.SZ,1899-12-30
8278,300041.SZ,1899-12-30
8279,300040.SZ,1899-12-30
8280,300039.SZ,1899-12-30
8281,300038.SZ,1899-12-30
8282,300037.SZ,1899-12-30
8283,300036.SZ,1899-12-30
8284,300035.SZ,1899-12-30
8285,300034.SZ,1899-12-30
8286,300033.SZ,1899-12-30
8287,300032.SZ,1899-12-30
8288,300031.SZ,1899-12-30
8289,300030.SZ,1899-12-30
8290,300029.SZ,1899-12-30
8291,300028.SZ,1899-12-30
8292,300027.SZ,1899-12-30
8293,300026.SZ,1899-12-30
8294,300025.SZ,1899-12-30
8295,300024.SZ,1899-12-30
8296,300023.SZ,1899-12-30
8297,300022.SZ,1899-12-30
8298,300021.SZ,1899-12-30
8299,300020.SZ,1899-12-30
8300,300019.SZ,1899-12-30
8301,300018.SZ,1899-12-30
8302,300017.SZ,1899-12-30
8303,300016.SZ,1899-12-30
8304,300015.SZ,1899-12-30
8305,300014.SZ,1899-12-30
8306,300013.SZ,1899-12-30
8307,300012.SZ,1899-12-30
8308,300011.SZ,1899-12-30
8309,300010.SZ,1899-12-30
8310,300009.SZ,1899-12-30
8311,300008.SZ,1899-12-30
8312,300007.SZ,1899-12-30
8313,300006.SZ,1899-12-30
8314,300005.SZ,1899-12-30
8315,300004.SZ,1899-12-30
8316,300003.SZ,1899-12-30
8317,300002.SZ,1899-12-30
8318,300001.SZ,1899-12-30
8319,002927.SZ,1899-12-30
8320,002926.SZ,1899-12-30
8321,002925.SZ,1899-12-30
8322,002923.SZ,1899-12-30
8323,002922.SZ,1899-12-30
8324,002921.SZ,1899-12-30
8325,002920.SZ,1899-12-30
8326,002919.SZ,1899-12-30
8327,002918.SZ,1899-12-30
8328,002917.SZ,1899-12-30
8329,002916.SZ,1899-12-30
8330,002915.SZ,1899-12-30
8331,002913.SZ,1899-12-30
8332,002912.SZ,1899-12-30
8333,002911.SZ,1899-12-30
8334,002910.SZ,1899-12-30
8335,002909.SZ,1899-12-30
8336,002908.SZ,1899-12-30
8337,002907.SZ,1899-12-30
8338,002906.SZ,1899-12-30
8339,002905.SZ,1899-12-30
8340,002903.SZ,1899-12-30
8341,002902.SZ,1899-12-30
8342,002901.SZ,1899-12-30
8343,002900.SZ,1899-12-30
8344,002899.SZ,1899-12-30
8345,002898.SZ,1899-12-30
8346,002897.SZ,1899-12-30
8347,002896.SZ,1899-12-30
8348,002895.SZ,1899-12-30
8349,002893.SZ,1899-12-30
8350,002892.SZ,1899-12-30
8351,002891.SZ,1899-12-30
8352,002890.SZ,1899-12-30
8353,002889.SZ,1899-12-30
8354,002888.SZ,1899-12-30
8355,002887.SZ,1899-12-30
8356,002886.SZ,1899-12-30
8357,002885.SZ,1899-12-30
8358,002884.SZ,1899-12-30
8359,002883.SZ,1899-12-30
8360,002882.SZ,1899-12-30
8361,002881.SZ,1899-12-30
8362,002880.SZ,1899-12-30
8363,002879.SZ,1899-12-30
8364,002878.SZ,1899-12-30
8365,002877.SZ,1899-12-30
8366,002876.SZ,1899-12-30
8367,002875.SZ,1899-12-30
8368,002873.SZ,1899-12-30
8369,002872.SZ,1899-12-30
8370,002871.SZ,1899-12-30
8371,002870.SZ,1899-12-30
8372,002869.SZ,1899-12-30
8373,002868.SZ,1899-12-30
8374,002867.SZ,1899-12-30
8375,002866.SZ,1899-12-30
8376,002865.SZ,1899-12-30
8377,002864.SZ,1899-12-30
8378,002863.SZ,1899-12-30
8379,002862.SZ,1899-12-30
8380,002861.SZ,1899-12-30
8381,002860.SZ,1899-12-30
8382,002859.SZ,1899-12-30
8383,002858.SZ,1899-12-30
8384,002857.SZ,1899-12-30
8385,002856.SZ,1899-12-30
8386,002855.SZ,1899-12-30
8387,002853.SZ,1899-12-30
8388,002852.SZ,1899-12-30
8389,002851.SZ,1899-12-30
8390,002850.SZ,1899-12-30
8391,002849.SZ,1899-12-30
8392,002848.SZ,1899-12-30
8393,002847.SZ,1899-12-30
8394,002846.SZ,1899-12-30
8395,002845.SZ,1899-12-30
8396,002843.SZ,1899-12-30
8397,002842.SZ,1899-12-30
8398,002841.SZ,1899-12-30
8399,002840.SZ,1899-12-30
8400,002839.SZ,1899-12-30
8401,002838.SZ,1899-12-30
8402,002837.SZ,1899-12-30
8403,002836.SZ,1899-12-30
8404,002835.SZ,1899-12-30
8405,002833.SZ,1899-12-30
8406,002832.SZ,1899-12-30
8407,002831.SZ,1899-12-30
8408,002830.SZ,1899-12-30
8409,002829.SZ,1899-12-30
8410,002828.SZ,1899-12-30
8411,002827.SZ,1899-12-30
8412,002826.SZ,1899-12-30
8413,002825.SZ,1899-12-30
8414,002824.SZ,1899-12-30
8415,002823.SZ,1899-12-30
8416,002822.SZ,1899-12-30
8417,002821.SZ,1899-12-30
8418,002820.SZ,1899-12-30
8419,002819.SZ,1899-12-30
8420,002818.SZ,1899-12-30
8421,002817.SZ,1899-12-30
8422,002816.SZ,1899-12-30
8423,002815.SZ,1899-12-30
8424,002813.SZ,1899-12-30
8425,002812.SZ,1899-12-30
8426,002811.SZ,1899-12-30
8427,002810.SZ,1899-12-30
8428,002809.SZ,1899-12-30
8429,002808.SZ,1899-12-30
8430,002807.SZ,1899-12-30
8431,002806.SZ,1899-12-30
8432,002805.SZ,1899-12-30
8433,002803.SZ,1899-12-30
8434,002802.SZ,1899-12-30
8435,002801.SZ,1899-12-30
8436,002800.SZ,1899-12-30
8437,002799.SZ,1899-12-30
8438,002798.SZ,1899-12-30
8439,002797.SZ,1899-12-30
8440,002796.SZ,1899-12-30
8441,002795.SZ,1899-12-30
8442,002793.SZ,1899-12-30
8443,002792.SZ,1899-12-30
8444,002791.SZ,1899-12-30
8445,002790.SZ,1899-12-30
8446,002789.SZ,1899-12-30
8447,002788.SZ,1899-12-30
8448,002787.SZ,1899-12-30
8449,002786.SZ,1899-12-30
8450,002785.SZ,1899-12-30
8451,002783.SZ,1899-12-30
8452,002782.SZ,1899-12-30
8453,002781.SZ,1899-12-30
8454,002780.SZ,1899-12-30
8455,002779.SZ,1899-12-30
8456,002778.SZ,1899-12-30
8457,002777.SZ,1899-12-30
8458,002776.SZ,1899-12-30
8459,002775.SZ,1899-12-30
8460,002774.SZ,1899-12-30
8461,002773.SZ,1899-12-30
8462,002772.SZ,1899-12-30
8463,002771.SZ,1899-12-30
8464,002770.SZ,1899-12-30
8465,002769.SZ,1899-12-30
8466,002768.SZ,1899-12-30
8467,002767.SZ,1899-12-30
8468,002766.SZ,1899-12-30
8469,002765.SZ,1899-12-30
8470,002763.SZ,1899-12-30
8471,002762.SZ,1899-12-30
8472,002761.SZ,1899-12-30
8473,002760.SZ,1899-12-30
8474,002759.SZ,1899-12-30
8475,002758.SZ,1899-12-30
8476,002757.SZ,1899-12-30
8477,002756.SZ,1899-12-30
8478,002755.SZ,1899-12-30
8479,002753.SZ,1899-12-30
8480,002752.SZ,1899-12-30
8481,002751.SZ,1899-12-30
8482,002750.SZ,1899-12-30
8483,002749.SZ,1899-12-30
8484,002748.SZ,1899-12-30
8485,002747.SZ,1899-12-30
8486,002746.SZ,1899-12-30
8487,002745.SZ,1899-12-30
8488,002743.SZ,1899-12-30
8489,002742.SZ,1899-12-30
8490,002741.SZ,1899-12-30
8491,002740.SZ,1899-12-30
8492,002739.SZ,1899-12-30
8493,002738.SZ,1899-12-30
8494,002737.SZ,1899-12-30
8495,002736.SZ,1899-12-30
8496,002735.SZ,1899-12-30
8497,002734.SZ,1899-12-30
8498,002733.SZ,1899-12-30
8499,002732.SZ,1899-12-30
8500,002731.SZ,1899-12-30
8501,002730.SZ,1899-12-30
8502,002729.SZ,1899-12-30
8503,002728.SZ,1899-12-30
8504,002727.SZ,1899-12-30
8505,002726.SZ,1899-12-30
8506,002725.SZ,1899-12-30
8507,002724.SZ,1899-12-30
8508,002723.SZ,1899-12-30
8509,002722.SZ,1899-12-30
8510,002721.SZ,1899-12-30
8511,002719.SZ,1899-12-30
8512,002718.SZ,1899-12-30
8513,002717.SZ,1899-12-30
8514,002716.SZ,1899-12-30
8515,002715.SZ,1899-12-30
8516,002714.SZ,1899-12-30
8517,002713.SZ,1899-12-30
8518,002712.SZ,1899-12-30
8519,002711.SZ,1899-12-30
8520,002709.SZ,1899-12-30
8521,002708.SZ,1899-12-30
8522,002707.SZ,1899-12-30
8523,002706.SZ,1899-12-30
8524,002705.SZ,1899-12-30
8525,002703.SZ,1899-12-30
8526,002702.SZ,1899-12-30
8527,002701.SZ,1899-12-30
8528,002700.SZ,1899-12-30
8529,002699.SZ,1899-12-30
8530,002698.SZ,1899-12-30
8531,002697.SZ,1899-12-30
8532,002696.SZ,1899-12-30
8533,002695.SZ,1899-12-30
8534,002694.SZ,1899-12-30
8535,002693.SZ,1899-12-30
8536,002692.SZ,1899-12-30
8537,002691.SZ,1899-12-30
8538,002690.SZ,1899-12-30
8539,002689.SZ,1899-12-30
8540,002688.SZ,1899-12-30
8541,002687.SZ,1899-12-30
8542,002686.SZ,1899-12-30
8543,002685.SZ,1899-12-30
8544,002684.SZ,1899-12-30
8545,002683.SZ,1899-12-30
